#label len H_moment C C_dens A_index Aro B_index H_ratio I_index Iep Helix
-1 55 0.0919847 7 0.00120649 23.0909 0.0909091 3.13927 0.254545 27.4309 9.53003 0
1 8 0.343851 2 0.00252947 133.75 0.25 3.2775 0.375 69.7375 12.4014 0
1 18 0.393409 0 0.000521114 141.111 0.166667 -1.32611 0.611111 10.1944 10.0254 0.444444
-1 22 0.210311 5 0.002236 53.1818 0.136364 2.71545 0.272727 29.7636 10.6252 0
1 24 0.234039 0 -1.51804e-05 89.5833 0.0833333 -0.38625 0.625 8.925 6.92383 0.666667
1 24 0.336704 2 0.00111234 122.083 0.125 -0.747083 0.666667 14.0708 9.76953 0.541667
-1 13 0.767257 5 0.00316302 0 0.538462 1.05692 0.384615 -25.4538 11.374 0.692308
-1 31 0.139985 0 0.000178366 56.4516 0.0645161 1.27903 0.354839 27.529 7.43262 0
-1 2 0.707066 0 -1.63713e-05 390 0 -4.92 1 5 6 0
-1 35 0.373291 0 2.66965e-05 83.7143 0.142857 0.410857 0.457143 5.73714 7.71094 0
-1 40 0.0245882 1 0.000407066 29.25 0.15 1.43875 0.3 20.5225 7.83325 0.1
-1 25 0.47921 0 1.62151e-06 82 0 3.6076 0.24 81.16 7.14062 0.92
-1 40 0.20697 2 0.000465157 85.25 0.1 0.4285 0.375 21.705 8.81348 0.025
-1 23 0.120559 0 -2.10549e-06 64.3478 0.173913 -0.954783 0.565217 29.7609 6 0.478261
-1 24 0.537244 2 0.000843528 105.833 0.0416667 0.996667 0.458333 -11.6417 10.4224 0.708333
1 22 0.370175 1 0.000834908 97.7273 0.0909091 0.345455 0.5 -2.45455 10.2583 0.545455
-1 37 0.350777 14 0.00385522 113.243 0.027027 0.479189 0.594595 1.20811 11.8179 0.864865
-1 20 0.534306 -2 -0.00128087 136.5 0 2.496 0.4 50.92 3.88892 0.75
1 18 0.733801 2 0.00148704 130.556 0.0555556 1.40389 0.555556 26.1278 11.3926 0.888889
1 18 0.445972 1 0.00109785 146.111 0.0555556 -0.732778 0.444444 -14.1389 10.709 0.166667
1 42 0.0911224 4 0.00110415 101.905 0.0238095 0.899524 0.428571 -11.8929 10.229 0.190476
-1 10 0.101054 0 0.000850248 39 0.1 0.815 0.4 -10.86 8.69336 0
-1 14 0.667794 6 0.00335842 27.8571 0.285714 4.79286 0.214286 114.4 12.1467 0.714286
1 24 0.413233 2 0.000842474 122.083 0.0416667 0.59 0.375 31.1875 10.6538 0.0833333
1 40 0.142729 7 0.00168166 70.5 0.05 2.632 0.4 30.3975 10.8604 0
1 13 0.214637 1 0.00131061 232.308 0.0769231 -0.966154 0.692308 61.5769 12.1016 0.153846
-1 41 0.430184 4 0.000831356 140.488 0.0243902 1.26707 0.439024 65.3415 10.3843 0.95122
1 20 0.744034 7 0.00331647 107.5 0.05 2.9685 0.4 29.79 11.9751 0.9
1 23 0.449539 5 0.0021574 110 0.173913 1.30913 0.434783 3.20435 11.4365 0.304348
-1 4 0.0904113 0 -5.24343e-06 0 1 -2.33 0 7.5 6 0
-1 2 1.24845 0 0.00329441 0 0 10.23 0 5 10.7422 0
-1 24 0.13395 5 0.001873 4.16667 0.125 4.81333 0.0833333 37.8667 10.7786 0.166667
-1 13 0.350844 5 0.00354116 7.69231 0.0769231 6.91846 0.153846 104.3 12.2876 0.538462
-1 18 0.591897 4 0.00218716 81.1111 0.166667 2.64333 0.333333 62.2 11.6885 0.222222
-1 14 0.747023 6 0.00416285 27.8571 0.214286 1.63071 0.285714 -10.8286 11.4526 0.571429
-1 7 0.272581 2 0.00328801 222.857 0 2.24429 0.571429 11.8286 12.1309 0
1 8 0.139916 -1 -0.00118341 12.5 0.125 1.25625 0.375 -1.8625 3.15039 0
1 24 0.322623 3 0.00146137 110 0.125 -0.89875 0.625 22.5 10.2651 0.5
-1 13 0.754794 4 0.0029468 0 0.461538 0.664615 0.384615 -34.9308 11.2788 0.461538
1 18 0.22716 5 0.00249658 37.7778 0.111111 4.39222 0.333333 36.5889 10.0718 0.277778
-1 9 0.347418 0 0.000689407 130 0.555556 -1.27667 0.333333 166.289 10.7422 0.222222
1 17 0.233819 2 0.00151637 74.7059 0.176471 0.434706 0.647059 24.9588 9.87207 0.235294
-1 21 0.254472 4 0.00154881 55.7143 0.285714 1.28667 0.238095 26.5238 10.4062 0.190476
-1 35 0.399155 0 0.000231922 75.1429 0.114286 2.36571 0.257143 60.6374 9.34229 0.685714
1 24 0.324381 3 0.00150356 101.667 0.0833333 -0.594583 0.541667 39.0458 10.2651 0.25
-1 14 0.403291 0 0.000571 132.143 0.0714286 1.74357 0.357143 31.5286 9.52979 0.642857
-1 4 0.251866 1 0.00358541 195 0 5 0.5 103.8 12.1016 0
-1 15 0.18607 0 -2.17245e-06 175.333 0.266667 -1.792 0.666667 3.67333 6.75 0.6
-1 13 0.139856 3 0.0021228 45.3846 0.0769231 2.53077 0.384615 38.9308 10.6816 0
1 19 0.414788 5 0.00287362 107.895 0 1.67947 0.315789 7.40526 11.074 0.736842
1 12 0.807098 4 0.00277026 130 0.0833333 0.879167 0.333333 16.25 11.1567 0.583333
1 21 0.352059 2 0.00137458 120.476 0.047619 -1.24571 0.52381 -5.5619 9.76953 0
1 12 0.253626 3 0.00281056 186.667 0 2.43167 0.666667 168.417 12.5776 0.666667
-1 15 0.470048 1 0.00144365 131.333 0 0.204667 0.8 35.0133 12.1016 0.866667
1 36 0.175161 3 0.000942809 51.3889 0.166667 0.443333 0.472222 37.8944 8.40747 0
1 12 0.275695 2 0.00206365 186.667 0.0833333 0.994167 0.666667 28.9 12.4014 0.583333
1 30 0.190845 2 0.000936608 85 0.0333333 0.520667 0.533333 -7.89333 9.76611 0.633333
1 22 0.393038 3 0.00192944 120 0 -0.632273 0.590909 -0.281818 11.1567 0.545455
-1 4 0.158393 1 0.00308451 0 0.5 1.61 0 7.5 10.709 0
1 19 0.952321 9 0.00409735 117.895 0.105263 2.56421 0.368421 33.1211 12.4741 0.736842
-1 39 0.109495 2 0.000485986 75.1282 0.0769231 2.0041 0.307692 5.26923 10.0132 0.358974
-1 18 0.691711 3 0.00171323 102.778 0.166667 2.52278 0.388889 62.2 11.1123 0.611111
-1 8 1.08063 2 0.00235624 97.5 0.375 3.49125 0.25 238.975 12.4014 0.25
1 8 0.61911 2 0.00278268 61.25 0.25 2.44 0.375 27.6875 11.5723 0
-1 15 0.632882 6 0.003553 104 0.2 2.366 0.4 22.5667 11.6411 0.733333
1 20 0.575316 9 0.00391509 97.5 0.05 4.173 0.3 41.845 12.1899 0.8
1 10 0.360909 3 0.00315641 234 0 1.142 0.6 2.79 12.1562 0.7
-1 17 0.536507 4 0.00244065 154.706 0.117647 0.288824 0.529412 21.0706 11.2788 0.764706
1 36 0.161145 3 0.00087379 38.0556 0.166667 2.14472 0.472222 69.4972 8.40332 0.444444
-1 32 0.357014 13 0.00460039 25 0.03125 1.61812 0.28125 -34.8062 11.7856 0.46875
-1 33 0.496294 -1 -0.000470063 59.0909 0.0909091 3.67697 0.151515 75.9333 4.77466 0.878788
-1 10 0.219599 1 0.000895154 107 0 3.977 0.3 82.97 10.582 0.4
1 22 0.705122 5 0.00223793 106.364 0.136364 2.26727 0.363636 23.9682 11.1633 0.727273
1 35 0.132141 4 0.00118244 36.2857 0.114286 2.25143 0.371429 84.4943 9.60645 0
1 14 0.487429 0 0.000621242 83.5714 0.214286 -0.114286 0.357143 4.60714 9.83984 0.357143
1 19 0.516123 6 0.00279975 77.3684 0.105263 1.32632 0.315789 19.1947 11.812 0.736842
1 39 0.277658 12 0.00283677 62.5641 0.0512821 3.08718 0.282051 46.1154 12.5208 0.179487
1 14 0.265502 0 0.000588927 27.8571 0.214286 1.85786 0.214286 88.7 10.0137 0
1 12 0.588051 3 0.00259841 170 0 2.52 0.666667 2.09167 11.6265 0
1 33 0.111763 1 0.000565166 109.394 0 0.571515 0.424242 19.1545 8.8833 0.30303
1 29 0.260862 2 0.000936918 90.6897 0.0344828 0.982414 0.482759 -2.19655 9.69043 0.482759
-1 35 0.315043 -1 -0.00023909 86.2857 0.114286 1.83286 0.285714 39.3717 4.60986 0.571429
-1 35 0.252356 3 0.00102501 66.8571 0.142857 0.857429 0.257143 42.9286 10.4834 0.0285714
-1 22 0.260886 6 0.00260293 48.6364 0.0909091 3.62409 0.227273 40.7773 11.3413 0
-1 46 0.134802 0 0.000228414 99.7826 0.0434783 -0.962826 0.5 12.4348 8.10352 0.0869565
1 24 0.363825 3 0.00153165 126.25 0.0833333 -0.835417 0.666667 6.99583 10.2651 0.708333
-1 43 0.198333 -4 -0.000998687 126.977 0.0697674 1.48279 0.418605 39.4977 3.8335 0.372093
-1 12 0.425612 1 0.00142843 90 0.25 0.138333 0.5 42.75 10.4414 0.583333
-1 22 0.68399 6 0.0028384 97.7273 0.136364 0.552727 0.5 -7.2 11.4526 0.681818
1 42 0.19056 7 0.0015927 18.5714 0.119048 2.23929 0.261905 82.6048 9.79736 0.0952381
-1 20 0.17534 4 0.00201146 53.5 0.15 2.8 0.25 23.785 10.4033 0
1 37 0.127311 3 0.00101704 94.8649 0.0540541 0.404324 0.432432 24.7622 10.0654 0.432432
1 44 0.148967 0 0.000122707 42.0455 0.136364 1.64523 0.318182 30.4909 7.43164 0
-1 10 0.713127 3 0.00233765 10 0.4 1.666 0.4 17.65 11.5723 0
1 29 0.355276 2 0.000902498 83.7931 0.0689655 2.25931 0.344828 70.9172 10.6118 0.344828
1 24 0.379306 1 0.000613633 121.667 0.125 -0.5175 0.416667 -0.170833 10.0254 0
-1 18 0.907101 8 0.00387226 102.778 0.111111 3.19222 0.333333 35.9778 12.6108 0.666667
-1 11 0.816783 3 0.00290806 141.818 0.0909091 1.25545 0.454545 -10.2182 10.8579 0.818182
-1 10 0.190538 4 0.00294378 156 0.1 3.296 0.4 109.65 12.4131 0.6
-1 29 0.11102 0 -0.000138381 43.4483 0.0689655 0.51 0.37931 35.3483 5.75 0
-1 21 0.523813 6 0.00315831 93.3333 0 1.07429 0.47619 -11.9714 10.9585 0.571429
1 13 0.292104 0 0.0007652 187.692 0.0769231 -2.16769 0.615385 5.66154 10.0254 0.538462
-1 29 0.370351 1 0.000363618 84.1379 0.172414 -0.214483 0.448276 -4.25517 9.83984 0.206897
1 12 0.589584 3 0.0021311 130 0.0833333 0.37 0.416667 18.1417 11.5723 0.666667
1 20 0.594899 2 0.00129322 78 0.2 0.8625 0.45 25.095 10.6904 0.85
-1 14 0.664682 3 0.00217026 111.429 0.214286 2.22857 0.428571 35.5929 10.9736 0.785714
1 26 0.414873 5 0.00211803 112.692 0.0769231 0.229615 0.423077 11.3692 11.374 0.576923
1 17 0.837029 3 0.00190057 125.882 0.117647 2.47647 0.470588 23.9118 11.8755 0.764706
1 11 0.103098 3 0.00302009 248.182 0 -1.11273 0.636364 -37.2182 11.1567 0.636364
1 29 0.235915 2 0.00094123 94.1379 0.0344828 0.628966 0.482759 -8.83793 9.63281 0.586207
-1 12 0.792074 5 0.00386702 130 0.166667 0.898333 0.416667 -22.6833 11.0146 0.75
1 20 0.372047 2 0.00135437 107.5 0.1 -1.134 0.65 30.685 9.76953 0.55
-1 26 0.330513 2 0.00105217 135 0.0384615 0.618462 0.423077 51.2615 11.3926 0.384615
-1 18 0.160204 -2 -0.000895043 102.778 0.222222 1.40389 0.388889 -3.09444 3.82568 0.333333
-1 45 0.383929 4 0.000739039 132.222 0.0222222 2.03 0.4 83.1911 10.4509 0.933333
-1 15 0.861443 6 0.00338873 90.6667 0.2 5.39867 0.466667 166.027 12.8784 0.6
1 11 1.13758 4 0.00319799 141.818 0.181818 4.73455 0.454545 141.4 12.2788 0.818182
1 24 0.32425 3 0.00151655 138.333 0.0833333 -1.23083 0.625 13.2458 10.2651 0.458333
-1 24 0.115076 16 0.00530118 0 0 5.25333 0 88.5167 11.8477 0.5
-1 17 0.637541 -4 -0.00200684 125.882 0.117647 1.22118 0.470588 78.9941 2.6709 0.647059
-1 13 0.455314 1 0.00144769 202.308 0 -0.89 0.538462 25.8 11.4004 0
1 12 0.540375 3 0.00202634 97.5 0.166667 0.166667 0.333333 123.767 10.9868 0.666667
-1 16 0.340395 1 0.000970651 66.875 0.1875 1.5825 0.3125 27.2312 8.84277 0
1 24 0.344501 3 0.00147309 122.083 0.0833333 -0.807917 0.625 5.61667 10.2651 0.458333
1 39 0.319942 0 4.69947e-07 95.3846 0.0512821 1.93308 0.435897 24.7513 7.0625 0.820513
1 18 0.496487 1 0.00109713 178.333 0 -1.11278 0.5 -4.93333 10.4219 0.111111
1 29 0.246956 2 0.000945583 94.1379 0.0344828 0.594828 0.482759 -0.727586 9.69336 0.413793
1 36 0.0441165 2 0.000486432 78.6111 0.111111 2.29028 0.305556 31.4806 9.94629 0.527778
1 12 0.365232 2 0.00226517 186.667 0 1.11 0.666667 2.09167 12.4014 0
1 21 0.506415 4 0.00191553 115.714 0.190476 1.7019 0.428571 18.081 11.7002 0
-1 27 0.394483 1 0.0003017 61.4815 0.37037 0.107778 0.296296 9.83704 9.58398 0.555556
-1 33 0.217012 7 0.0019952 97.5758 0.030303 2.73273 0.545455 87.0515 11.2065 0.515152
1 8 0.646003 2 0.00267798 97.5 0.25 2.05125 0.375 27.6875 11.5723 0
1 24 0.330025 3 0.00147142 126.25 0.125 -1.00583 0.625 32.1417 10.2651 0.333333
1 24 0.389729 3 0.00148158 125.833 0.0833333 -0.789167 0.666667 26.9792 10.4165 0.25
-1 21 0.279116 5 0.00205494 74.2857 0.0952381 2.81905 0.238095 62.0476 12.1196 0
1 19 0.12609 2 0.00124492 41.0526 0.210526 1.56737 0.263158 56.4474 10.4136 0
-1 18 0.869422 7 0.00337741 86.6667 0.166667 3.49222 0.333333 36.6389 11.96 0.722222
-1 11 0.243497 0 -5.78809e-05 53.6364 0.181818 0.0809091 0.454545 70.1545 6.125 0
1 33 0.252959 3 0.00110753 88.4848 0.0606061 0.753333 0.454545 0.736364 10.0654 0.363636
-1 36 0.242478 -5 -0.00136733 51.6667 0.166667 2.5975 0.277778 80.6642 3.81445 0.555556
1 8 0.513054 2 0.00291842 61.25 0.125 2.8125 0.25 42.3375 11.5723 0
-1 47 0.159276 5 0.00104025 54.0426 0.0425532 1.71191 0.446809 72.6681 8.29724 0.212766
1 12 0.559256 2 0.00148434 130 0.0833333 0.190833 0.416667 18.1417 11.4004 0.666667
-1 38 0.48535 -1 -0.000407625 61.5789 0.0789474 3.66395 0.157895 92.3184 4.89087 0.947368
1 21 0.411787 5 0.00290509 140 0 -0.471429 0.571429 -2.60476 11.374 0.857143
-1 18 0.586004 -2 -0.000895043 102.778 0.222222 1.40389 0.388889 -3.62222 3.82568 0.5
-1 38 0.340595 -3 -0.000889335 82.6316 0.0789474 2.93974 0.368421 52.0026 4.20459 0.921053
-1 11 0.62364 1 0.000913113 124.545 0.0909091 0.999091 0.545455 38.7273 10.7422 0.636364
1 17 0.464179 0 0.000547454 217.647 0.0588235 -2.35941 0.647059 53.5647 10.0254 0.176471
1 14 0.347371 2 0.00199941 167.857 0 -0.778571 0.714286 5.97143 10.9868 0.714286
1 18 0.553661 2 0.000993571 113.889 0.222222 -0.666667 0.555556 0.761111 10.709 0.444444
1 29 0.451257 4 0.00163013 124.483 0 0.478621 0.482759 12.7655 10.8042 0.724138
1 15 0.403344 0 -2.04257e-06 150.667 0 -0.381333 0.733333 -1.98667 6.8125 0.866667
1 13 0.509482 0 0.000712553 210 0.0769231 -2.39846 0.615385 34.0846 10.0254 0.153846
-1 35 0.161364 4 0.00123057 69.7143 0.171429 1.046 0.285714 9.40857 10.5254 0.285714
-1 18 0.660238 5 0.00240771 141.111 0.166667 -0.589444 0.611111 -30.8389 11.2788 0.833333
-1 8 0.535834 3 0.00413044 97.5 0 3.77125 0.375 84.3875 12.1562 0
-1 9 0.569578 2 0.00220836 130 0.333333 1.51556 0.333333 197.6 12.1309 0.333333
-1 13 0.612246 0 -1.97396e-06 127.692 0.153846 0.176154 0.461538 10.9846 6.8125 0.615385
1 24 0.222844 0 -1.51804e-05 89.5833 0.0833333 -0.38625 0.625 26.175 6.92383 0.666667
-1 44 0.125559 3 0.000719254 59.7727 0.0909091 1.35841 0.386364 22.8795 8.12061 0
1 31 0.222273 2 0.00089918 126.129 0 0.156452 0.483871 -19.5129 9.5835 0.677419
-1 41 0.160423 -4 -0.001046 123.659 0.0487805 2.04366 0.341463 70.4195 3.81592 0.609756
-1 15 0.563306 4 0.00289191 162 0.0666667 -0.0886667 0.533333 -40.9267 11.2788 0.666667
1 20 0.770751 6 0.00289567 185.5 0 2.95 0.55 136.9 12.8784 0.85
-1 10 0.206055 1 0.00182702 39 0 1.356 0.4 -10.86 9.85938 0
1 33 0.224844 1 0.000551756 94.8485 0.0606061 0.950909 0.454545 30.4818 8.88477 0.454545
1 12 0.58753 3 0.00264836 162.5 0.0833333 2.57417 0.583333 37.3 12.5776 0.25
-1 11 0.744791 4 0.0028201 9.09091 0.363636 2.01909 0.363636 16.9545 11.6768 0.545455
1 29 0.241872 4 0.00161146 117.586 0.0689655 0.708276 0.413793 20.9897 11.2188 0.275862
1 8 0.220975 2 0.00259075 133.75 0.25 2.10625 0.375 59.125 12.1309 0
-1 13 0.683829 -2 -0.00120224 112.308 0.230769 1.19231 0.384615 33.5385 3.5625 0.692308
1 21 0.369304 3 0.00165105 116.19 0.0952381 0.369524 0.571429 44.4762 10.6582 0.190476
-1 11 0.130486 1 0.000782877 44.5455 0.0909091 1.76364 0.363636 24.1545 8.68359 0
-1 13 0.121414 0 -3.23035e-06 90 0.153846 0.249231 0.307692 37.5385 6.5 0
-1 24 0.146629 4 0.00151502 0 0.125 5.1725 0.0416667 37.8667 10.4866 0.208333
1 20 0.248488 0 -9.40968e-07 112 0.15 -0.3755 0.5 6.975 6.875 0.05
1 37 0.122279 4 0.00123726 87.2973 0.0810811 0.661892 0.486486 26.6297 10.3076 0.756757
-1 18 0.956826 7 0.00343182 118.889 0.111111 2.84167 0.444444 32.2667 11.9751 0.833333
1 18 0.30334 0 0.000549887 190 0 -1.79611 0.666667 3.12778 10.0254 0.555556
-1 9 0.926506 3 0.00311079 97.7778 0.222222 3.77778 0.333333 136.178 12.4131 0.666667
-1 11 0.831923 1 0.00141796 106.364 0.181818 1.82182 0.454545 35.3727 11.4004 0.727273
-1 10 0.647551 6 0.0049547 78 0.1 5.479 0.2 60.07 12.4453 0.6
1 18 0.701438 3 0.00211853 114.444 0 2.05111 0.5 55.2556 12.4131 0.833333
-1 14 0.269713 -1 -0.000683396 70 0 0.786429 0.5 26.1786 3.15039 0.357143
1 6 0.0657342 2 0.00315217 0 0.5 3.06333 0.166667 8.33333 11.5723 0
1 18 0.553162 5 0.00311848 120 0 0.768889 0.555556 13.1444 11.374 0.833333
1 32 0.1622 3 0.0011732 112.812 0.03125 0.399688 0.46875 -9.50313 9.99561 0.53125
1 19 0.20212 3 0.00171957 72.1053 0.157895 0.921579 0.473684 19.9947 10.2334 0.526316
1 24 0.442361 4 0.00193776 150.417 0.0416667 -0.434583 0.458333 -22.1875 10.979 0.583333
1 16 0.325808 0 0.000489755 60.625 0.0625 2.20062 0.3125 39.1188 8.08691 0
-1 70 0.0112012 7 0.00110276 111.571 0.0571429 0.251 0.471429 18.8186 10.8591 0.428571
-1 18 0.644901 8 0.00389079 43.3333 0.222222 3.26444 0.333333 -0.416667 12.4648 0.444444
1 27 0.288645 2 0.00103259 108.519 0.148148 -0.313333 0.481481 15.6222 10.4084 0.444444
-1 18 3.70896e-16 15 0.00601047 0 0 11.7956 0 289.822 13.1479 0.722222
1 12 0.310039 0 0.00070139 130 0.0833333 -0.5475 0.666667 49.9833 8.10352 0
-1 8 0.290706 1 0.00102295 0 0.5 2.28375 0.125 122.789 9.52148 0
1 23 0.700352 3 0.00127621 105.652 0.130435 1.04522 0.434783 17.2522 12.4014 0
1 17 0.405238 0 0.000575018 160.588 0.117647 -1.87059 0.588235 17.4647 10.0254 0.176471
-1 18 0.688477 3 0.00172676 146.111 0.111111 2.14167 0.444444 38.8722 11.1123 0.777778
-1 60 0.0775699 -7 -0.00115791 107.167 0.05 2.2515 0.35 34.0717 3.93115 0.566667
-1 21 0.155327 0 0.000523057 9.52381 0 0.359048 0.0952381 106.367 10.7422 0
-1 24 0.190937 2 0.000756332 154.583 0 1.62292 0.458333 69.8 10.6538 0.833333
-1 18 5.51674e-17 7 0.00309787 86.6667 0.222222 4.94778 0.333333 105.189 12.9453 0.277778
-1 20 0.205745 1 0.000439928 39 0.2 2.4195 0.2 52.555 9.33301 0.35
-1 24 1.00988 10 0.00339635 117.5 0.125 4.1525 0.375 129.738 12.5886 0.708333
1 14 0.507964 0 0.000644532 132.143 0.142857 -0.752857 0.428571 4.96429 9.83984 0.142857
-1 41 0.272001 -4 -0.00106794 104.634 0.0731707 1.63439 0.341463 21.1732 4.02356 0.634146
1 12 0.591043 2 0.00207291 130 0.0833333 0.0241667 0.416667 80.0417 10.9868 0.666667
-1 14 0.457566 3 0.0019494 90.7143 0.0714286 1.70929 0.285714 66.9929 12.1309 0.285714
1 28 0.401095 3 0.00138776 73.2143 0.0714286 0.387857 0.392857 15.2 11.1055 0.285714
-1 22 0.173008 1 0.000448809 146.364 0.0454545 -0.909545 0.5 38.3455 9.83984 0.5
1 26 0.431746 4 0.00178242 108.846 0.0769231 0.304615 0.346154 23.5231 11.2788 0.192308
1 24 0.365225 2 0.00109738 137.917 0.0416667 -0.189583 0.541667 14.0708 9.76953 0.208333
-1 12 0.624435 4 0.00323504 154.167 0.166667 -0.106667 0.5 -15.6083 11.2788 0.75
1 14 0.568512 1 0.0012659 146.429 0.0714286 -0.409286 0.571429 -13.5786 10.709 0.642857
-1 17 0.643952 3 0.00216967 148.824 0.0588235 -0.175294 0.588235 -5.57059 11.1567 0.705882
-1 13 0.193337 3 0.00248588 134.615 0.230769 -0.736923 0.615385 32.3308 11.1567 0
-1 64 0.201898 -4 -0.000619506 103.594 0.078125 2.42422 0.40625 17.5797 4.64038 0.90625
1 25 0.219366 1 0.000460266 159.6 0.04 -1.14 0.6 25.92 9.83984 0.52
1 24 0.299222 3 0.00149887 138.333 0.0833333 -1.05 0.625 23.0458 10.2651 0.375
1 24 0.316181 3 0.00149251 97.9167 0.125 -0.672917 0.666667 5.22083 10.2651 0.708333
-1 47 0.187016 1 0.000349519 62.1277 0.12766 0.25766 0.340426 3.29574 8.10059 0
1 23 0.570942 4 0.00192631 72.1739 0.130435 0.978261 0.304348 12.6652 11.2788 0.26087
-1 36 0.210901 -1 -0.000426846 92.2222 0.138889 2.29806 0.305556 62.8222 4.76953 0.833333
-1 44 0.18791 2 0.000581107 62.0455 0.159091 1.50045 0.272727 13.4705 9.34766 0.0681818
-1 16 0.119204 4 0.00202589 42.5 0.1875 3.27375 0.25 94.9131 10.9736 0.5
1 13 0.394361 1 0.00131002 142.308 0.230769 -0.842308 0.538462 23 10.4414 0.153846
1 25 0.405758 3 0.00149989 113.2 0.04 0.3336 0.36 -4.148 10.8579 0.48
1 23 0.530197 4 0.00176871 118.696 0 -0.174348 0.391304 -11.5217 10.5198 0.565217
1 13 0.205121 5 0.00305714 30 0.230769 6.67615 0.230769 135.615 12.7993 0.692308
1 18 0.370058 1 0.000566449 141.111 0.166667 -1.49722 0.611111 6.35 10.0254 0.277778
1 15 0.802545 6 0.00366144 117.333 0.133333 1.35067 0.4 22.3133 11.8613 0.866667
-1 23 0.518218 -3 -0.00134111 80.4348 0.0869565 2.64696 0.26087 45.7957 4.24854 0.826087
-1 19 0.0883842 0 -0.000391442 41.0526 0.315789 1.05211 0.210526 33.2316 5.03906 0
1 25 0.253129 1 0.000813485 121.2 0.04 -0.334 0.48 5.488 10.4219 0.56
1 9 0.342683 3 0.00355393 152.222 0 4.58889 0.555556 157.578 12.5776 0.666667
1 23 0.492047 3 0.00112459 148.261 0.130435 -0.0413043 0.434783 28.1261 10.8042 0.478261
1 26 0.422631 9 0.00312185 63.8462 0.0769231 2.94923 0.269231 18.0423 12.0127 0.692308
1 29 0.228583 3 0.00123244 117.586 0.0689655 0.457241 0.482759 8.22414 10.1475 0.310345
-1 21 0.683908 8 0.0037951 42.8571 0.142857 1.27 0.428571 9.52381 11.5762 0.904762
1 28 0.250656 2 0.000961154 108.214 0 0.805 0.464286 -19.9821 9.5835 0.714286
-1 14 0.348375 -1 -0.00101492 153.571 0.0714286 0.457857 0.5 33.8929 5.75098 0.714286
-1 20 0.638293 6 0.00242281 112 0.15 1.3215 0.35 30.37 12.2012 0.7
1 18 0.420485 1 0.00112255 178.889 0 -1.32111 0.555556 -9.42222 10.709 0.444444
-1 20 0.72712 5 0.00201018 107 0.2 0.993 0.4 -19.92 10.8872 0.6
-1 20 0.694955 4 0.00175885 83 0.35 1.9915 0.3 53.675 11.7002 0.6
1 19 0.410015 2 0.00148355 128.421 0.105263 -0.396842 0.578947 -13.3579 10.6904 0.684211
1 28 0.322891 3 0.00143685 125.714 0.0357143 -0.746071 0.535714 -7.18571 11.1567 0.785714
1 33 0.157744 1 0.000575132 121.212 0 0.118485 0.484848 31.6061 8.89746 0.393939
1 16 0.363188 0 0.000559161 164.375 0.25 -2.67188 0.6875 0.1875 10.0254 0.1875
-1 28 0.438159 0 -0.000275034 55.7143 0.142857 3.17786 0.142857 82.1857 4.88379 0.714286
-1 24 0.00717176 3 0.00123758 20.4167 0.125 4.03208 0.125 17.2083 10.2834 0.0833333
-1 36 0.189945 -4 -0.00110047 89.4444 0.138889 2.01639 0.277778 62.65 3.96338 0.861111
1 12 0.607033 3 0.00208509 130 0.0833333 0.3125 0.416667 104.033 10.9868 0.75
1 30 0.0152543 2 0.000742733 49 0.233333 0.886333 0.533333 58.6837 8.11597 0.0333333
-1 14 0.568349 1 0.00137387 180.714 0 -0.722857 0.571429 -23.0929 10.4219 0.571429
-1 17 0.686085 4 0.0026922 148.824 0.0588235 -0.239412 0.588235 -12.2588 11.2788 0.705882
1 29 0.114789 3 0.00131489 111.034 0 -0.097931 0.482759 18.6621 10.2651 0.655172
1 28 0.255291 1 0.00062522 104.643 0 1.21 0.464286 -11.9143 8.88281 0.678571
-1 15 0.384686 1 0.00108293 104.667 0.266667 0.066 0.533333 113.953 12.1016 0.8
1 30 0.189385 3 0.00121278 97.6667 0.0666667 0.69 0.466667 18.57 10.1519 0.666667
1 21 0.370988 2 0.00154192 125.714 0 -0.927143 0.571429 -0.771429 10.9868 0.52381
1 15 0.304754 2 0.00194866 182.667 0 -0.960667 0.666667 -1.98667 10.9868 0.733333
-1 12 0.169857 6 0.0046411 72.5 0.166667 1.73083 0.416667 -32.4333 11.4526 0
-1 20 0.0317696 -2 -0.00091531 58.5 0.1 1.766 0.35 -2.18 3.82568 0
1 13 0.151203 5 0.00324184 30 0.230769 3.79308 0.230769 46.7615 12.2012 0.615385
1 26 0.228712 2 0.000936905 97.6923 0.0769231 1.03731 0.423077 51.8923 9.57764 0.692308
1 28 0.629417 6 0.00223318 139.286 0.0714286 0.811071 0.392857 48.1607 12.1467 0.392857
1 37 0.138492 4 0.00130926 124.054 0.027027 -0.327568 0.513514 17.6568 10.3076 0.648649
-1 12 0.11182 0 0.000663089 32.5 0.166667 -0.534167 0.416667 -4.98333 7.81738 0
1 29 0.251826 2 0.000949997 87.5862 0.0344828 0.705862 0.482759 -5.91034 9.63281 0.62069
1 21 0.202821 0 -0.000426283 69.5238 0.190476 -0.648095 0.333333 34.0338 5.09766 0
1 14 0.581022 1 0.00129218 167.143 0.0714286 -0.53 0.571429 0.178571 10.709 0.642857
1 19 0.206439 5 0.00231699 35.7895 0.0526316 3.65789 0.105263 41.1526 12.1196 0
-1 10 0.503587 7 0.00572441 0 0 10.522 0 232.7 12.8066 0.1
