#label len H_moment C C_dens A_index Aro B_index H_ratio I_index Iep Helix
1 25 0.210606 3 0.00147482 132.4 0 -0.1344 0.52 26.108 10.2651 0.32
-1 12 0.58453 2 0.00197113 105.833 0 2.4375 0.583333 30.1833 12.4014 0.75
1 16 0.222022 3 0.00243289 68.125 0 2.605 0.5 45.175 11.4951 0.8125
1 21 0.353873 1 0.00092744 139.048 0 -1.44048 0.52381 2.52381 8.91309 0
-1 21 0.681346 8 0.0037951 42.8571 0.142857 1.27 0.428571 -11.9476 11.5762 0.857143
-1 11 0.0375462 -1 -0.000778479 115.455 0.0909091 1.88818 0.363636 4.87273 3.73242 0
1 9 0.28511 2 0.00259527 152.222 0.111111 2.67222 0.555556 176.2 12.4014 0.666667
-1 9 0.389772 0 0.000689407 130 0.555556 -1.27667 0.333333 88.9333 10.7422 0.444444
1 19 0.407771 3 0.00201312 149.474 0.0526316 -0.597368 0.631579 8.51053 11.1567 0.842105
1 16 0.353334 2 0.00178155 165 0.0625 -0.861875 0.625 24.2625 11.5723 0.6875
1 30 0.146473 4 0.00157549 101 0.1 -0.37 0.533333 -14.0767 10.521 0.6
1 17 0.329377 0 -2.46915e-06 206.471 0 -2.29 0.588235 39.3294 6 0.117647
1 13 0.427882 0 -2.85771e-06 202.308 0.0769231 -1.91308 0.615385 -0.576923 6 0.384615
-1 32 0.215692 4 0.00142596 67.1875 0.125 2.59469 0.3125 64.1031 10.8557 0.125
-1 44 0.100257 3 0.000655079 48.8636 0.0909091 1.06773 0.295455 -3.28409 8.51416 0
-1 11 0.646303 1 0.000755595 0 0.636364 1.13273 0.363636 67.9455 9.73633 0.363636
1 11 0.667421 2 0.00154689 141.818 0.0909091 0.293636 0.454545 18.8818 11.4004 0.727273
1 34 0.162615 3 0.000875483 45.8824 0.176471 1.59735 0.411765 -1.13824 8.40039 0.235294
-1 38 0.0974092 2 0.000696618 41.3158 0.105263 0.978684 0.447368 60.4842 8.12769 0.210526
-1 23 0.120448 0 0.00036705 63.4783 0.130435 0.239565 0.347826 54.7174 8.69238 0
-1 29 0.0509854 0 -0.000136344 36.8966 0.0689655 0.650345 0.344828 46.3517 5.75 0
1 15 0.756731 6 0.00412808 150 0 0.588 0.533333 -24.6267 11.4526 0.8
-1 19 0.107003 5 0.00214743 0 0.421053 3.97053 0.105263 229.789 12.7993 0
-1 25 0.419128 10 0.00305815 128.8 0.08 4.6748 0.44 199.22 13.0542 0.8
-1 10 0.599881 -1 -0.000940795 78 0.1 2.134 0.3 -30.55 3.94434 0
1 14 0.377824 0 -2.84558e-06 153.571 0.142857 -2.09 0.642857 9.28571 6 0.571429
1 15 0.641511 6 0.00338974 78 0.266667 1.96533 0.333333 -4.64 11.8613 0.666667
1 28 0.305715 1 0.000598067 104.643 0.0714286 1.05071 0.5 -7.85357 8.87012 0.714286
1 23 0.361568 3 0.00166959 72.1739 0.130435 0.406522 0.434783 -13.3 10.8579 0.608696
-1 43 0.317686 6 0.00117594 86.2791 0.186047 0.526279 0.418605 43.3142 10.8306 0.627907
-1 24 0.947075 10 0.0034976 142.083 0.125 2.575 0.416667 50.1792 12.0234 0.708333
1 12 0.335503 5 0.00383381 170 0 4.43917 0.5 25.2167 12.707 0.0833333
-1 9 0.812138 2 0.00220836 130 0.333333 1.51556 0.333333 185 12.1309 0.666667
1 21 0.322351 0 0.000426559 134.286 0 -1.24476 0.52381 27.0714 8.09473 0
1 27 0.264517 3 0.00138306 101.111 0.0740741 0.115185 0.407407 0.544444 10.8579 0.296296
1 18 0.506013 7 0.00311802 70.5556 0.222222 1.05944 0.388889 -9.93889 11.4526 0.5
1 15 0.318408 5 0.00297226 32.6667 0.2 3.20067 0.333333 64.3667 11.9048 0.533333
-1 56 0.126676 -4 -0.000775372 107.857 0.0535714 2.07946 0.339286 26.3518 4.16699 0.5
1 13 0.635671 1 0.00129201 120 0.307692 -0.739231 0.615385 25.7077 11.4004 0.384615
-1 18 0.171628 5 0.00261832 37.7778 0.222222 0.683889 0.388889 -17.7722 9.7937 0
-1 20 0.282042 -3 -0.00130695 68 0.05 4.012 0.25 44.25 3.78662 0.1
-1 21 0.36509 5 0.00219671 92.381 0.238095 3.05762 0.333333 77 11.8184 0
-1 18 0.868084 7 0.00326769 118.889 0.166667 4.78111 0.5 171.844 12.9453 0.777778
1 12 0.609791 3 0.00292604 154.167 0 2.76333 0.583333 -12.0583 12.5776 0
-1 15 0.701585 5 0.00289401 78 0.266667 2.02867 0.266667 101.38 12.2012 0.733333
-1 17 0.104312 0 -0.000425288 45.8824 0.352941 0.975882 0.235294 10.1176 5.03906 0
-1 7 0.205529 3 0.00340558 0 0.428571 6.18857 0 254.057 12.4131 0
1 14 0.47819 7 0.00419634 0 0.0714286 7.745 0 202.936 12.8066 0.214286
1 27 0.303182 2 0.00110832 119.259 0.037037 -0.0307407 0.407407 -1.74444 10.4084 0.481481
-1 14 0.550642 -2 -0.00132259 146.429 0 1.35714 0.5 -12.9 3.5625 0.0714286
-1 33 0.256372 -2 -0.000499946 79.697 0.121212 2.15455 0.272727 59.6124 4.16602 0.575758
-1 19 0.126121 4 0.00230354 0 0.157895 3.12211 0.105263 90.1895 10.4033 0
-1 18 0.655561 9 0.00439318 86.6667 0.111111 3.35722 0.333333 -8.01111 12.4741 0.722222
1 33 0.145481 2 0.000842472 112.424 0.030303 0.76303 0.515152 17.4697 9.76611 0.515152
-1 15 0.307543 1 0.000742347 143.333 0 -0.72 0.6 -5.16 8.74902 0.2
-1 18 0.402935 1 0.0009151 86.6667 0.0555556 3.945 0.333333 77.7889 10.6309 0.611111
1 19 0.391224 5 0.00257223 56.3158 0.0526316 3.02105 0.315789 51.9579 10.9443 0
-1 34 0.136449 10 0.00253507 115 0.0294118 3.25912 0.441176 177.771 13.0542 0.647059
1 25 0.312317 0 0.000112125 178.8 0 -1.134 0.56 19.688 7.94531 0.12
-1 17 0.0652221 -1 -0.00102369 62.9412 0.0588235 1.36235 0.294118 30.0647 4.87695 0
-1 20 0.189103 -1 -0.000409151 53.5 0.3 0.3225 0.6 56.6355 3.73242 0.05
-1 43 0.109958 2 0.000459066 45.5814 0.116279 1.14605 0.27907 19.5093 8.81348 0.116279
1 12 0.626925 3 0.00260002 178.333 0.0833333 2.38833 0.583333 21.825 12.5776 0.0833333
1 13 0.469748 0 0.000709528 172.308 0.153846 -2.11769 0.615385 -2.07692 10.0254 0.307692
1 21 0.358686 7 0.00315927 167.143 0.047619 0.11381 0.428571 -15.6048 11.5186 0.619048
-1 31 0.036129 0 0.000180133 87.7419 0.0645161 0.406774 0.483871 30.9935 7.43359 0
-1 15 0.151053 0 -0.000508983 116.667 0.133333 0.576667 0.4 57.34 4.88281 0.0666667
-1 14 0.718386 5 0.0036328 202.143 0 -0.210714 0.571429 -27.1 11.374 0.857143
1 16 0.575397 1 0.00117335 164.375 0.0625 -0.660625 0.625 1.16875 10.4219 0.75
-1 10 0.0242994 0 0.000895615 68 0 1.593 0.4 -8.96 8.74414 0
-1 37 0.536516 -5 -0.00124028 63.2432 0.108108 4.42243 0.189189 62.7946 3.99365 0.891892
1 19 0.244047 3 0.0020632 102.632 0 0.997895 0.315789 35 11.6768 0.105263
1 24 0.300203 2 0.000869234 142.083 0.0416667 -0.619583 0.541667 23.8583 10.4224 0.333333
-1 29 0.241307 4 0.00114075 67.2414 0.241379 1.29862 0.241379 33.8448 10.3147 0.172414
-1 55 0.122842 5 0.000879717 23.0909 0.109091 3.118 0.254545 31.1145 8.95239 0.0363636
1 33 0.153716 2 0.000840228 88.7879 0.0606061 0.513939 0.484848 23.8818 9.63281 0.484848
1 10 0.513944 0 0.000888976 146 0.2 -1.675 0.6 -5.7 10.0254 0
1 18 0.128344 2 0.00153939 255 0 -1.91444 0.833333 26.1278 11.5723 0.833333
1 37 0.125552 4 0.00129457 102.703 0.027027 0.363784 0.432432 16.9486 10.4004 0.459459
-1 35 0.404467 6 0.00175243 72.2857 0.0285714 3.37571 0.285714 13.9486 11.6831 0.314286
-1 26 0.460587 9 0.00263978 108.846 0.0769231 5.20846 0.384615 194.723 12.4714 0.846154
1 26 0.370336 4 0.00175419 138.846 0.0384615 0.568077 0.423077 52.1385 12.1797 0.423077
-1 32 0.402427 5 0.00129667 125 0.03125 3.80437 0.40625 66.85 11.1965 0.90625
-1 20 0.160818 -1 -0.000539689 87.5 0.15 -0.581 0.5 26.33 2.92969 0
-1 14 0.195059 2 0.00120941 167.143 0 2.35143 0.428571 58.25 11.2217 0.714286
-1 21 0.384988 1 0.000826337 83.8095 0.0952381 0.648571 0.380952 -10.1952 10.2583 0.571429
1 13 0.272312 2 0.00157083 60 0.384615 1.06923 0.153846 76.2769 12.1309 0
-1 23 0.421969 5 0.00198499 118.261 0.173913 2.22522 0.391304 41.2261 12.2935 0.26087
1 12 0.700273 4 0.00268466 130 0.0833333 0.491667 0.416667 104.033 11.1567 0.75
1 22 0.62645 3 0.00133293 110.455 0.136364 0.283636 0.454545 15.0182 11.5723 0
1 12 0.725645 3 0.00208793 130 0.0833333 0.731667 0.416667 45.3083 11.5723 0.666667
1 12 0.516438 4 0.00344357 162.5 0 3.23083 0.583333 -7.38333 12.5845 0.583333
1 21 0.666298 6 0.00281261 41.9048 0.285714 0.728571 0.380952 -11.4762 11.8613 0
1 11 0.405361 1 0.000872026 141.818 0.0909091 -1.14818 0.454545 18.8818 10.0254 0.454545
-1 32 0.0470545 5 0.00139968 15.3125 0.15625 4.725 0.09375 46.7469 10.3882 0.125
1 24 0.138367 0 -1.51804e-05 89.5833 0.0833333 -0.38625 0.625 27.375 6.92383 0.666667
-1 35 0.368498 -2 -0.000763618 133.714 0 1.65086 0.4 62.52 4.22095 0.714286
-1 50 0.0491069 2 0.000483666 35.2 0.1 1.721 0.32 28.318 7.9104 0.16
1 37 0.116869 4 0.0012808 95.1351 0.0540541 0.567568 0.486486 8.11351 10.4004 0.72973
1 26 0.544044 8 0.00273856 108.846 0.0384615 2.53731 0.346154 68.9462 12.3093 0.346154
1 24 0.413795 3 0.00143101 121.667 0.125 -0.696667 0.583333 8.75833 10.2651 0.333333
-1 15 0.155409 0 -0.000179953 6.66667 0.2 0.285333 0.4 -1.98667 5.625 0
1 37 0.145678 3 0.00100215 97.5676 0.027027 0.15027 0.486486 6.47838 10.0654 0.486486
-1 26 0.370907 5 0.00209435 120 0.0384615 0.972692 0.384615 41.4654 12.2012 0.346154
-1 9 0.354343 6 0.00524919 0 0 5.25333 0 87.8222 11.374 0
1 13 0.392354 0 0.000680398 172.308 0.230769 -2.60846 0.692308 -2.07692 10.0254 0.307692
1 24 0.282465 3 0.00150824 142.5 0.0833333 -1.26708 0.666667 31.0708 10.2651 0.583333
-1 11 0.185187 5 0.00443142 177.273 0 0.790909 0.454545 -68.0909 11.374 0.545455
1 33 0.110162 0 0.000261562 106.364 0 0.729394 0.424242 14.6 8.09082 0.30303
1 23 0.0845859 0 0.000340686 46.5217 0.173913 2.80391 0.26087 57.5435 9.36914 0.652174
1 13 0.68933 0 -2.07364e-06 157.692 0.0769231 -0.0230769 0.538462 20.4769 6.8125 0.769231
-1 13 0.476143 0 0.000697567 217.692 0.0769231 -2.06769 0.692308 17.5154 10.0254 0.769231
1 16 0.18783 2 0.00156092 66.875 0.125 0.58125 0.375 25.8312 9.87109 0
-1 17 0.518141 0 0.000581409 148.824 0.0588235 -0.952353 0.529412 6.68235 9.83984 0.235294
1 34 0.296225 8 0.00228165 120.294 0 2.63588 0.323529 47.4588 11.6426 0.323529
-1 33 0.226894 0 0.00026302 65.4545 0.121212 2.52515 0.333333 23.1242 9.48145 0.727273
1 24 0.386679 3 0.00152137 114.167 0.125 -1.02208 0.666667 19.5083 10.2651 0.541667
1 19 0.929804 8 0.00374782 117.895 0.105263 2.52947 0.421053 10.9842 12.4648 0.736842
1 22 0.3905 2 0.00129205 93.1818 0.0909091 0.218182 0.5 6.12727 10.6904 0.454545
-1 28 0.186551 10 0.00282261 38.2143 0.107143 5.39036 0.142857 197.839 12.469 0.0357143
-1 15 0.243883 1 0.00130498 78 0.0666667 0.882 0.2 26.8933 10.4414 0
-1 34 0.0627951 7 0.00194702 143.824 0.0294118 0.0317647 0.558824 58.7706 12.2207 0.705882
1 18 0.692227 5 0.00291046 92.2222 0.111111 2.07611 0.277778 63.3778 11.9121 0.666667
-1 17 0.351321 2 0.0012305 80.5882 0 2.16765 0.411765 35.2176 11.2217 0.176471
1 20 0.352493 2 0.00129655 171 0.1 -1.663 0.75 17 9.76953 0.75
1 25 0.37591 2 0.00116574 109.2 0.08 -0.1112 0.4 15.836 10.6904 0.2
-1 14 0.610927 3 0.00272527 180.714 0 -0.949286 0.571429 -35.2214 11.1567 0.428571
1 25 0.499695 6 0.00231581 116.8 0.16 1.2296 0.44 13.392 11.499 0.28
-1 9 0.984319 2 0.00223151 97.7778 0.333333 2.90222 0.333333 213.533 12.4014 0.777778
-1 18 0.172211 -1 -0.000554861 102.778 0.0555556 1.53722 0.444444 50.8778 4.32715 0
-1 18 0.229799 0 0.000492984 113.889 0.166667 -0.217222 0.388889 28.2667 9.73535 0
-1 10 0.228677 2 0.00226332 234 0.1 0.354 0.6 68.56 12.1309 0.6
-1 14 0.747662 4 0.00200368 0 0.428571 4.45643 0.214286 130.971 12.5776 0.285714
-1 18 0.248901 -1 -0.000566723 75.5556 0.0555556 1.76722 0.333333 -1.11667 4.17871 0
1 25 0.467618 6 0.00229485 116.8 0.16 1.6044 0.44 13.392 11.7668 0.28
1 40 0.166281 7 0.00168676 73 0.05 2.344 0.425 41.9125 10.8965 0.025
1 12 0.370245 2 0.0012887 73.3333 0.333333 0.0408333 0.25 -14.3833 10.709 0.416667
-1 24 0.572467 -2 -0.000962249 65 0.125 3.26125 0.166667 84.6083 4.41187 0.833333
-1 10 0.63839 2 0.00268996 127 0.1 -0.413 0.4 17.98 10.9868 0.4
1 24 0.300712 3 0.00147933 122.083 0.125 -0.969167 0.625 26.5833 10.2651 0.333333
-1 26 0.420502 5 0.00200766 67.6923 0.153846 0.815 0.346154 19.8269 11.0146 0.653846
-1 44 0.145076 0 0.000216951 104.318 0.0454545 -1.1125 0.522727 6.23864 8.09668 0.0909091
1 23 0.0625923 3 0.00151817 118.696 0.130435 1.10957 0.565217 33.1043 12.4131 0.652174
1 23 0.225586 0 0.000391045 76.5217 0.0869565 -0.244348 0.608696 18.5043 8.0918 0.652174
-1 43 0.221752 -3 -0.000808587 111.163 0.0697674 2.06488 0.348837 68.2349 3.90063 0.627907
1 25 0.17229 2 0.000821875 128.8 0 0.2084 0.52 3.784 10.2583 0.76
-1 11 0.846769 4 0.0036411 177.273 0.0909091 0.0154545 0.545455 -17.9364 11.2788 0.818182
-1 10 0.581638 2 0.00239554 273 0 0.095 0.7 39.03 12.1309 0.7
1 28 0.404343 2 0.00104081 73.2143 0.0714286 0.433214 0.392857 19.9643 10.6753 0.285714
1 26 0.0911371 2 0.000968968 18.8462 0.153846 1.90385 0.384615 56.6154 8.27783 0.0384615
-1 44 0.156093 1 0.000347774 53.1818 0.113636 1.59023 0.340909 46.8818 7.83057 0.113636
-1 13 0.10219 7 0.00488888 66.9231 0.153846 2.02462 0.384615 -29.1692 11.5186 0
1 16 0.279096 6 0.00323392 48.75 0.1875 2.29625 0.25 48.7125 11.4526 0.5
-1 18 0.0716277 -1 -0.000482097 130 0.111111 0.329444 0.444444 71.1278 3.94434 0.111111
-1 64 0.0546093 1 0.000286055 87.3438 0.0625 0.135 0.5 32.7109 8.11035 0.328125
1 24 0.2915 2 0.00111666 138.333 0.0833333 -1.00458 0.625 56.4542 9.76953 0.333333
-1 22 0.105498 5 0.00217423 35.4545 0.181818 3.22182 0.227273 152.31 12.4028 0
1 33 0.10746 0 0.000255871 112.424 0.030303 0.51697 0.484848 17.4697 8.09082 0.424242
1 24 0.230062 2 0.0011197 154.167 0.0416667 -1.23583 0.583333 42.6333 9.76953 0.166667
-1 20 0.295408 9 0.00337829 83 0.1 6.0815 0.35 236.895 13.0034 0.8
1 19 0.0865968 -1 -0.000654062 97.3684 0.0526316 -0.666316 0.526316 103.705 3.15039 0
-1 6 0.206264 0 -4.6134e-06 65 0.833333 -3.30333 1 8.33333 6 0
-1 36 0.0517286 2 0.000566998 73.0556 0.138889 2.13 0.277778 65.0197 9.8584 0
-1 20 0.360179 0 -4.0685e-07 151 0.1 0.66 0.45 25.07 6.9375 0.8
1 32 0.187459 1 0.000578108 97.5 0.03125 0.384063 0.5 6.19063 8.87109 0.5
1 12 0.444685 0 0.000822767 227.5 0 -2.42833 0.583333 20.0417 10.0254 0.666667
-1 27 0.10203 3 0.00105837 98.1481 0.148148 -0.0348148 0.518519 36.1593 10.416 0.62963
-1 20 0.107337 -2 -0.00100968 122 0.1 -0.7895 0.65 11.615 2.75391 0.45
1 33 0.0765101 2 0.000826098 100.606 0.0909091 0.344242 0.515152 7.07879 9.69336 0.424242
1 23 0.181621 3 0.00144321 72.1739 0.130435 3.36696 0.391304 1.95217 10.9431 0.565217
1 41 0.202001 7 0.00158695 56.8293 0.0731707 2.4361 0.414634 70.1122 11.2637 0
-1 43 0.108164 2 0.000463623 45.5814 0.116279 1.06442 0.27907 21.0302 8.81348 0.116279
-1 16 0.486308 3 0.00161962 158.125 0.0625 1.515 0.4375 33.075 10.7764 0.6875
1 14 0.222179 2 0.00165603 27.8571 0.285714 1.60929 0.285714 48.1214 12.1309 0
1 36 0.319448 1 0.00052504 92.5 0.0555556 1.36611 0.472222 18.875 10.6309 0.666667
-1 12 0.0586664 6 0.0046411 72.5 0.166667 1.73083 0.416667 -32.4333 11.4526 0
1 12 0.12873 2 0.00207288 162.5 0.166667 -0.456667 0.583333 27.1167 11.5723 0.25
-1 38 0.415422 -2 -0.000674103 103.158 0.0789474 2.21289 0.447368 44.7 4.32642 0.921053
-1 17 0.0476223 -1 -0.000528784 108.824 0.0588235 1.29 0.352941 55.8176 4.4541 0.352941
1 33 0.0972375 4 0.00138217 94.8485 0.0909091 0.430909 0.484848 32.9455 10.2207 0.787879
1 24 0.344697 3 0.00150007 105.833 0.166667 -1.10792 0.666667 10.5333 10.2651 0.333333
1 16 0.290995 6 0.00313862 73.125 0.1875 3.8925 0.25 137.25 12.4453 0.625
1 8 0.729262 2 0.00252947 133.75 0.25 3.2775 0.375 69.7375 12.4014 0
1 29 0.232496 2 0.000910338 87.5862 0.0344828 0.918621 0.517241 15.0966 9.63281 0.689655
1 12 0.202838 1 0.00127735 97.5 0.166667 2.86333 0.25 89.8833 10.062 0
-1 35 0.328591 4 0.00132812 111.429 0.0571429 0.871143 0.457143 34.5943 11.1729 0.228571
-1 44 0.0920402 2 0.000452994 44.5455 0.113636 1.12364 0.272727 12.7227 8.81348 0.113636
1 30 0.16539 2 0.000926262 120.333 0 0.233 0.5 10.9367 9.63281 0.6
1 39 0.254537 4 0.00109198 20 0.128205 1.83359 0.282051 45.7231 8.3335 0
1 18 0.252367 3 0.00176914 59.4444 0.166667 1.76389 0.444444 4.81667 9.07178 0
-1 29 0.130739 0 0.000187579 40.3448 0.0689655 1.06414 0.310345 26.7483 7.43359 0
1 21 0.621651 6 0.00303363 74.2857 0.142857 0.858571 0.380952 -15.6095 11.8613 0.142857
-1 14 1.04803 5 0.00322298 222.857 0 3.58286 0.571429 105.229 12.7993 0.785714
-1 12 0.228541 0 0.000258829 48.3333 0 0.845 0.166667 -16.7583 7.95312 0
1 36 0.175133 7 0.00186085 70.2778 0.0555556 2.45917 0.416667 29.2361 10.8965 0
1 43 0.0858076 3 0.000743531 43.2558 0.0697674 1.7486 0.395349 41.1791 8.0332 0.0930233
-1 4 0.39301 -1 -0.00238537 50 0 0.21 0.75 7.5 3.15039 0
1 33 0.55045 5 0.00159925 91.5152 0.0606061 1.63242 0.30303 12.3424 10.8855 0.575758
1 12 0.363621 2 0.00160709 187.5 0 0.294167 0.666667 49.825 12.1016 0.666667
1 39 0.0649857 8 0.00191701 62.5641 0.128205 1.97513 0.435897 36.9233 10.2891 0.0512821
1 12 0.198799 0 0.000755195 121.667 0.0833333 0.310833 0.333333 22.8167 9.65039 0
1 29 0.0881137 0 0.000191096 87.2414 0.0689655 0.163103 0.482759 25.8 7.43408 0
1 23 0.515323 1 0.00046537 139.565 0 0.906957 0.391304 -12.5826 9.73047 0.391304
-1 13 0.425864 3 0.00197048 60 0.461538 1.31692 0.153846 80.7077 12.1562 0
-1 4 0.240012 0 -1.03621e-05 0 0.5 -0.945 0.25 86.5 6 1
1 40 0.165053 6 0.00147203 70.5 0.05 2.3975 0.4 37.0975 10.0439 0
-1 53 0.142759 8 0.00131171 35.0943 0.150943 1.86604 0.283019 45.2887 9.0105 0.0943396
-1 21 0.11336 11 0.00503041 74.2857 0.047619 1.91524 0.428571 -19.2905 11.7134 0.714286
-1 9 0.306988 3 0.00355918 96.6667 0.222222 0.457778 0.555556 -46.5778 11.1567 0
1 33 0.148162 1 0.000559716 106.364 0 0.605758 0.454545 19.1545 8.8833 0.363636
1 25 0.211355 3 0.00146365 112.8 0.04 -0.0216 0.52 26.108 10.2651 0.24
-1 22 0.306287 5 0.002236 53.1818 0.136364 2.71545 0.272727 57.3227 10.6252 0.0454545
1 10 0.39189 2 0.00189924 108 0 1.701 0.6 77.05 10.5977 0.4
-1 20 0.293849 -3 -0.00175205 117 0 1.992 0.35 94.05 2.73438 0.55
-1 13 0.7293 1 0.00113727 134.615 0.230769 1.74692 0.384615 114.962 11.8013 0.692308
-1 17 0.326507 7 0.00321899 91.7647 0.235294 5.23882 0.352941 117.388 12.9453 0.117647
1 28 0.291362 1 0.000665664 111.429 0.0357143 0.735714 0.464286 4.09286 10.2583 0.571429
1 27 0.284137 4 0.00142127 140.741 0.037037 -0.195556 0.444444 20.3074 11.6768 0.185185
-1 11 0.250988 0 -5.72176e-05 62.7273 0.181818 0.00181818 0.545455 80.4636 6.125 0.363636
1 11 0.611919 1 0.00158844 212.727 0 0.0290909 0.545455 18.8818 11.4004 0.727273
1 12 0.491058 3 0.00281056 186.667 0 2.43167 0.666667 72.95 12.5776 0.583333
-1 28 0.400456 0 0.000345329 73.5714 0.107143 0.903571 0.392857 -10.5464 9.83398 0.392857
-1 57 0.27777 5 0.000897009 81.9298 0.0350877 1.57842 0.403509 34.2246 9.05908 0.54386
-1 21 0.698696 8 0.0037951 42.8571 0.142857 1.27 0.428571 -4.79048 11.5762 0.904762
-1 23 0.121784 2 0.00114724 25.6522 0.0869565 1.53652 0.304348 75.9087 8.51416 0
-1 17 0.18795 5 0.00252296 40 0.235294 3.53529 0.411765 13.2235 10.0718 0
1 24 0.304776 3 0.00155144 93.75 0.0833333 0.827917 0.416667 -9.48333 10.8579 0.708333
-1 11 0.818309 3 0.00286756 168.182 0.181818 -0.396364 0.545455 -17.9364 10.7646 0.818182
-1 15 0.243562 0 -2.48322e-06 78 0.2 -0.0933333 0.333333 25.3733 6.5 0
-1 6 0.273562 1 0.0011845 0 0.5 0.106667 0.5 8.33333 8.74609 0
1 25 0.397718 4 0.00185881 54.8 0.12 0.7964 0.48 16.292 11.2788 0.48
-1 36 0.317781 -1 -0.000453074 92.2222 0.138889 2.20194 0.305556 64.1556 4.3916 0.861111
1 24 0.320157 3 0.00151655 138.333 0.0833333 -1.23042 0.666667 18.5583 10.2651 0.583333
1 27 0.279204 2 0.00112077 122.963 0.037037 -0.192963 0.444444 -1.74444 10.4084 0.518519
-1 7 0.220331 0 -5.34138e-06 125.714 0.142857 -1.06571 0.571429 14.0714 6 0
-1 47 0.16027 2 0.000491665 33.1915 0.0638298 3.24957 0.297872 12.5936 7.91528 0.0638298
1 29 0.36402 2 0.000954226 117.586 0.0689655 0.448966 0.413793 2.77931 10.4084 0.344828
-1 52 0.0842853 4 0.000860126 41.3462 0.0769231 1.58654 0.269231 39.2596 8.68018 0
-1 12 0.822831 2 0.0020431 227.5 0.0833333 -0.973333 0.666667 30.325 11.5723 0.833333
-1 47 0.119077 7 0.00140934 54.0426 0.0425532 2.70043 0.404255 60.3702 9.23193 0.255319
-1 28 0.443117 0 -0.000279272 55.7143 0.107143 3.17714 0.178571 82.1857 4.88379 0.75
1 24 0.401373 2 0.00111668 130 0.0833333 -0.540417 0.666667 33.6583 9.87109 0.25
1 13 0.164604 4 0.00294908 30 0.153846 4.22385 0.307692 80.1777 10.7544 0.0769231
1 19 0.589843 6 0.00332288 184.737 0 -0.434211 0.473684 -30.7421 11.4526 0.842105
1 44 0.166465 3 0.000832795 84.3182 0.0909091 0.977273 0.340909 14.5091 10.3943 0.590909
-1 24 1.03113 10 0.00327288 105.417 0.208333 3.99875 0.333333 111.925 12.3394 0.708333
1 12 0.271349 4 0.00294676 122.5 0 3.60083 0.5 65.875 12.5776 0.666667
1 31 0.308884 2 0.000897234 81.6129 0.0645161 0.851613 0.419355 3.5129 9.76611 0.0322581
1 21 0.354293 2 0.001255 134.762 0.047619 -0.545238 0.619048 31.2619 9.87109 0.47619
-1 17 0.365683 0 -0.000520746 172.353 0 -0.802941 0.529412 -4.45294 5.26367 0.705882
1 31 0.263078 1 0.000554308 91.2903 0.0645161 0.802581 0.419355 54.1452 8.87012 0.580645
1 29 0.239534 2 0.000912967 114.483 0.0344828 0.843793 0.517241 -13.0931 9.63281 0.62069
1 29 0.234166 2 0.000909218 114.483 0.0344828 0.777931 0.517241 -10.1655 9.63281 0.62069
1 27 0.199647 1 0.000764429 141.111 0.037037 -0.637037 0.555556 -14.1 10.4219 0.666667
-1 30 0.12088 1 0.000318911 136.667 0 2.20367 0.4 61.43 9.82324 0.733333
1 17 0.479869 1 0.00117212 143.529 0.0588235 -0.844706 0.470588 -19.4059 10.709 0.470588
-1 20 0.824888 3 0.00161627 126.5 0.1 2.477 0.45 13.335 11.3901 0.8
-1 12 0.603021 4 0.00326471 145.833 0.166667 -0.0333333 0.5 -31.6583 11.2788 0.75
-1 19 0.168648 5 0.0021771 15.7895 0.421053 3.73421 0.263158 190.358 12.7993 0.578947
1 17 0.148849 7 0.00324211 74.7059 0.235294 0.921765 0.411765 -8.85882 11.4526 0.529412
-1 8 0.150647 2 0.00259999 0 0.25 6.12 0 21.2875 10.7764 0
-1 18 0.422223 0 0.000485489 146.111 0.111111 -0.393889 0.555556 -23.0444 9.72949 0.388889
1 12 0.566451 4 0.00282185 130 0.0833333 0.609167 0.333333 40.6083 11.1567 0.666667
1 33 0.104162 5 0.00167265 89.0909 0.0909091 0.253333 0.515152 42.6818 10.2231 0.787879
1 19 0.417102 0 9.92171e-05 138.947 0.0526316 -0.547368 0.578947 2.5 7.86719 0.526316
1 33 0.137975 2 0.00084867 103.636 0.030303 0.398788 0.515152 18.6364 9.69336 0.575758
1 23 0.545295 1 0.000521544 101.304 0.217391 -0.385652 0.521739 -14.1565 10.0254 0.130435
-1 15 0.843787 6 0.00374726 142.667 0.0666667 1.02667 0.4 -14.96 11.4526 0.733333
-1 18 0.216645 1 0.000490599 53.8889 0.166667 1.43833 0.222222 61.9222 8.66406 0
-1 3 0.261081 0 -8.70436e-06 0 1 -2.98 1 6.66667 6 0
-1 7 0.193256 0 0.00012845 97.1429 0.142857 -0.375714 0.428571 -3.55714 7.67188 0
-1 29 0.0765539 0 0.00020202 43.4483 0.0344828 0.635172 0.344828 49.5172 7.43506 0
1 24 0.242392 2 0.0011362 134.167 0.0833333 -1.14917 0.583333 3.45833 9.76953 0.25
1 20 0.31562 1 0.000559213 126.5 0.05 -0.9995 0.5 21.635 10.0254 0.05
1 17 0.195478 2 0.00151484 57.6471 0.176471 0.823529 0.588235 16.1176 9.87207 0.235294
1 22 0.708875 8 0.00362929 93.1818 0.136364 0.493182 0.454545 -6.16364 11.5762 0.681818
1 37 0.478223 5 0.00117758 87.027 0.0810811 2.26297 0.351351 36.7297 10.771 0.648649
